name,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
Pretend We're Dead,L7,3z5ggGtcs4t8pizW521gW9,0.569,0.7879999999999999,0.36363636363636365,0.8252251869476547,1,0.031,5.62e-06,0.635,0.0811,0.9129999999999999,0.523370815115127,0.0580753421831285,0.8,rock
"Suite bergamasque, L. 75: No. 3, Clair de lune (Arr. L. Caillet for Orchestra)",Claude Debussy,3sWbPGkJwBEB7JFgFzMPci,0.0934,0.037000000000000005,0.09090909090909091,0.45277447314751873,1,0.0412,0.915,0.972,0.0827,0.0364,0.7484842149278695,0.0768301860522954,0.8,classical
There Will Never Be Another You,Gerald McCarthy,5mJK27i7xPE9Whf5WdXGOx,0.46299999999999997,0.0217,0.7272727272727273,0.42126954452753224,1,0.0442,0.995,0.965,0.0825,0.228,0.29641665681898755,0.042610610041900435,0.8,jazz
"12 Songs, Op. 48: No. 1. Der Engel (The Angel) (arr. J. Lloyd Webber for 2 cellos and piano)",Anton Rubinstein,7pybYes0otz2eFjVuZcfKv,0.198,0.0874,0.18181818181818182,0.5352438817131203,1,0.040999999999999995,0.99,0.846,0.0822,0.0394,0.36102500704487817,0.04581426545960932,0.8,classical
Helping Hand,Buju Banton,0buhlFr2Fg6SHQy4jxA0E6,0.43200000000000005,0.687,0.5454545454545454,0.901831237253569,0,0.29100000000000004,0.0318,0.0,0.177,0.675,0.2194275013862502,0.05721442821080631,1.0,reggae
Every Breath You Take,UB40,4Zqn0X5dKpJboWwF9BqHNA,0.779,0.789,0.5454545454545454,0.9055064581917063,0,0.0394,0.0072900000000000005,0.00118,0.0737,0.655,0.45446281667863536,0.05825134252895374,0.8,reggae
I'm Just A Kid,Simple Plan,1hIupFeRu3nmMcjbjxPnMc,0.527,0.8340000000000001,0.09090909090909091,0.8895521753908906,1,0.0447,0.00107,0.000102,0.0993,0.42200000000000004,0.500254524629803,0.04775672541672363,0.8,rock
Onna Come Up,Lil Eazzyy,0s8QrhtXW1Av2tuLLerDjN,0.7929999999999999,0.5710000000000001,0.09090909090909091,0.8106092794017675,1,0.249,0.382,5.27e-06,0.10099999999999999,0.616,0.6819987455571818,0.02803598491281246,0.8,hiphop
Blumine,Gustav Mahler,4mgLcAlGVuDgWkioFpZdx4,0.146,0.0485,0.0,0.47852226376614543,1,0.0397,0.9590000000000001,0.938,0.11900000000000001,0.0369,0.46453471988655476,0.13438342194637296,0.8,classical
In the Rain,Huez,4dMkNnFOOMcdChtooPTvwt,0.594,0.292,0.2727272727272727,0.735469068660775,0,0.203,0.879,0.938,0.094,0.38299999999999995,0.7201910752756593,0.017347402507176857,0.8,hiphop
Play Harder,Machel Montano,2dw6cb4LDjFIEsLi0PJnDv,0.8140000000000001,0.956,1.0,0.9455514955812372,1,0.0905,0.0692,5.479999999999999e-05,0.0816,0.9279999999999999,0.4818423947131598,0.05416431695444735,0.8,reggae
Afrodisia,Roy Hargrove,0mAURmsLwtAridtOgWiKwe,0.645,0.524,0.45454545454545453,0.7544187627464309,1,0.0439,0.365,0.0219,0.106,0.8009999999999999,0.5087174685707533,0.07290035376911617,0.8,jazz
Mr. Big Stuff,Jean Knight,2Bls0igCm79XQQ95IoUbhq,0.8859999999999999,0.491,0.7272727272727273,0.739611658735554,1,0.171,0.29,2.46e-06,0.22899999999999998,0.971,0.42376532829132163,0.038276566438165634,0.8,jazz
Funeral Canticle,Academy of Ancient Music,5mQ1l8rmzCC1f6zzJfTkP3,0.107,0.0211,0.45454545454545453,0.18393099932019025,0,0.0353,0.987,0.985,0.0926,0.0466,0.3684016762264906,0.08001503441550623,0.8,classical
F*** You,The LOX,5ohbRQ21LhDRHalhZFr3SS,0.469,0.9129999999999999,1.0,0.9515848062542489,0,0.373,0.271,0.0,0.45,0.733,0.7633920861020462,0.06163464742246511,0.8,hiphop
Disgusting,Shoreline Mafia,3kruSX4Rn8WUGhzFbonCK2,0.8370000000000001,0.708,0.8181818181818182,0.9076733514615908,0,0.18600000000000003,0.287,4.58e-06,0.0871,0.539,0.6354207383032298,0.038851164058427624,0.8,hiphop
Difference (feat. Moneybagg Yo),Co Cash,10qb3urIadXFYveLLU7Bem,0.856,0.68,1.0,0.8569213120326309,0,0.322,0.0317,0.0,0.133,0.446,0.5907834813515258,0.0442190342549445,0.8,hiphop
Westside,Charm La'Donna,0fTRjVg3CfeJD0fcAL79lG,0.625,0.762,0.45454545454545453,0.9051453093133923,0,0.147,0.122,0.0,0.159,0.289,0.4223245370833295,0.0417249942666554,0.8,hiphop
The Countdown,James Newton Howard,3i3g2kJg5DMrp0rC5g98Ow,0.27,0.39899999999999997,0.18181818181818182,0.6469451053704962,0,0.0846,0.185,0.813,0.158,0.0335,0.38768191693406906,0.02532299712588909,0.8,classical
Feats Don't Fail Me Now,Little Feat,63WY1u5pDf6Nk5Z7xqmn9f,0.628,0.627,0.6363636363636364,0.7025407885791978,1,0.0349,0.495,3.91e-05,0.129,0.8959999999999999,0.44382732321900936,0.03353466238389802,0.8,rock
Me and You,Cold Hart,3f1ChZHm6v4KdUaEW5y5qd,0.613,0.614,0.09090909090909091,0.8533523113528212,1,0.0439,0.0143,0.0,0.094,0.198,0.42716505013226186,0.055189722478051186,0.8,hiphop
Feeling Good,Nina Simone,6ipZfr1msvNOxyroHB0s3w,0.401,0.349,0.6363636363636364,0.8104393269884432,0,0.0428,0.879,0.0,0.27399999999999997,0.584,0.5015271477788181,0.040844150430611376,0.6,jazz
"Gimme, Gimme, Gimme",Blackfoot,1f45G1LRvCKuq7BTC67HZx,0.473,0.953,0.36363636363636365,0.8722807613868117,1,0.0746,0.0493,0.0,0.115,0.6709999999999999,0.6953794689525403,0.06068783854452486,0.8,rock
Lesson 1 - Double Dee & Steinski,Double Dee,6ucyu5dg30Q0sPEbX5Tg5F,0.865,0.82,0.9090909090909091,0.8394162134602312,0,0.153,0.0548,0.00148,0.0952,0.868,0.5195165850066813,0.08293068926731927,0.8,hiphop
"Violin Sonata (Sonatina) in D Major, Op. 137, No. 1, D. 384: I. Allegro molto",Franz Schubert,0UzXh8EtLq1CaVruvyaXS5,0.364,0.0711,0.18181818181818182,0.5213077838205302,1,0.0462,0.991,0.157,0.0934,0.2,0.5763028479488043,0.06242061387910096,0.8,classical
Garage Room Freestyle (Reel It In),Number9ok,0buOF1gvLBupoSZSaycYWD,0.8490000000000001,0.195,0.6363636363636364,0.7632350441876273,0,0.643,0.43700000000000006,1.22e-05,0.375,0.0722,0.5906425837885991,0.01291623590558634,0.8,hiphop
A Million Dreams,Collabro,6h7lWgLen22xFGcuLUGRIi,0.36200000000000004,0.586,0.18181818181818182,0.8529274303195105,1,0.0381,0.10800000000000001,0.0,0.20199999999999999,0.217,0.6712678053613795,0.06513051394065897,0.8,classical
"Good Morning (feat. Pusha T, Swizz Beatz & Killer Mike)",Black Thought,7evTceKtCaBbxoLIqICIVh,0.556,0.875,0.09090909090909091,0.9077370836165874,1,0.312,0.09300000000000001,1.3699999999999998e-05,0.0909,0.846,0.41867938077793637,0.045558264956590794,0.8,hiphop
The Shaman: III. Fire Dance (Live),Vincent Ho,0bDcg4qGSSooLQgMEA6jmT,0.38299999999999995,0.638,0.9090909090909091,0.7223827328348063,0,0.18899999999999997,0.6659999999999999,0.8590000000000001,0.69,0.23199999999999998,0.5508685652992028,0.14328533417469172,0.8,classical
City Girl,Ari PenSmith,7HaAuZBOJTp0bpZPnccBUm,0.45299999999999996,0.495,0.6363636363636364,0.783119476546567,0,0.0927,0.695,0.000117,0.10800000000000001,0.297,0.40365333745420834,0.0368183179588002,0.8,hiphop
That's All,Sachal Vasandani,2i0Z8OmwBIhZC6V0v3fSEG,0.614,0.457,0.09090909090909091,0.7628314072059824,0,0.043,0.39899999999999997,0.000126,0.0938,0.626,0.3934087211046369,0.06277149176152767,0.8,jazz
Taking A Chance On Love,Tal Farlow,0j8bnD1EGeUPjHBnXPHibI,0.51,0.304,0.6363636363636364,0.6887958871515975,0,0.0534,0.963,0.934,0.11199999999999999,0.66,0.5044450908562027,0.07197965020562848,0.8,jazz
Peace,Francesca Marr,6szj6KBnEkMTtZHYvcvd1D,0.435,0.0255,0.0,0.4413451733514615,0,0.0524,0.996,0.948,0.111,0.141,0.30097991982474165,0.04169832754759097,0.8,jazz
Dies Irae,Giuseppe Verdi,3By9jCy6b4dv5XnlhvIWwx,0.272,0.34600000000000003,0.0,0.7094238613188307,0,0.0317,0.9259999999999999,0.9309999999999999,0.0772,0.24,0.3625748802370715,0.029907988591135477,0.8,classical
On the Atlantic Ocean,Ben Sollee,0sBqNVnk1Z8VYfQMkHGskp,0.278,0.0008789999999999999,0.7272727272727273,0.19461675730795366,1,0.0525,0.851,0.987,0.0892,0.0396,0.29158523393540525,0.040474184791380645,0.6,classical
Dance AM,Pinkshinyultrablast,6MJh7i7sDHNcjXoW0XWP1s,0.556,0.607,0.9090909090909091,0.8306849082256968,1,0.0456,0.000542,0.00235,0.0781,0.28300000000000003,0.40886200219982005,0.06857501193686556,0.8,rock
No Ceilings (feat. Lil Wayne & Jay Gwuapo),A$AP Ferg,1K2JtjX3s8QaEKvsbC1UXX,0.77,0.705,1.0,0.9403891910265126,0,0.39299999999999996,0.13699999999999998,0.0,0.0992,0.405,0.6501922569971548,0.06046552231821929,0.8,hiphop
Lito's Place,Alfonso Ponticelli,3DvGrsZ5SO9ylp6CMApa3k,0.6829999999999999,0.371,0.18181818181818182,0.7066408905506458,0,0.0731,0.902,0.58,0.107,0.5760000000000001,0.4559217882173277,0.06700560534434734,0.8,jazz
Reflections at Dusk,Emmet Cohen,0rNEE0tcldcT5VD2ifRy1X,0.353,0.2,0.18181818181818182,0.69725101971448,0,0.0301,0.9590000000000001,0.0291,0.113,0.0527,0.4748747829723023,0.07952577029625041,0.8,jazz
Ohms,Deftones,0h6vLT1rLneoc5I4sOxvB1,0.11199999999999999,0.978,0.36363636363636365,0.9509687287559483,1,0.11699999999999999,0.00010800000000000001,0.0241,0.11699999999999999,0.371,0.786740175803798,0.062322087369715534,0.6,rock
"What Time Is It? [From ""PIZZA BREAK X yovng trucker (FIRST BITE 004)""]",yovng trucker,5ScYxHfWuJY5YjpjGcNpz9,0.7559999999999999,0.698,0.18181818181818182,0.875233684568321,0,0.048,0.0312,0.0,0.0988,0.818,0.5820114717886719,0.04026393876423055,0.8,hiphop
Beno!,Playboi Carti,4CYTQpr2jc4uBScYvpEK2w,0.9229999999999999,0.562,0.09090909090909091,0.8507605370496262,1,0.304,0.0213,0.0,0.0726,0.499,0.6547964257469844,0.03512512164936184,0.8,hiphop
Jackie Gets Out,Terence Blanchard,12zuJhwGaqJu8fvgBWqYuy,0.382,0.239,0.5454545454545454,0.7431381713120326,1,0.0325,0.94,0.755,0.106,0.141,0.3074430273886682,0.04157116940299953,0.6,jazz
Send In the Clowns,Michael Soriano Trio,6GiLNoFv4qkFEuqKpRWPgI,0.408,0.239,0.2727272727272727,0.6946804894629504,1,0.0341,0.941,0.851,0.10400000000000001,0.172,0.6891345253570164,0.05017918631699768,0.6,jazz
Slam The Door,Landon Cube,6prcYY7aL9SaUiNAGfSE6s,0.621,0.635,0.8181818181818182,0.9049328687967368,1,0.03,0.0379,0.0,0.5329999999999999,0.58,0.6365206483105927,0.04213397752641198,0.8,hiphop
Watchyoursix,Witchouse 40k,3exyIETiY1GXm2I1chXSpI,0.8340000000000001,0.46399999999999997,0.0,0.7748130523453433,1,0.195,0.155,0.00893,0.14800000000000002,0.36700000000000005,0.5818751193084202,0.04205088964385333,0.8,hiphop
Body Rock,Mos Def,7qxMoa63PAfPZSYafDeHij,0.831,0.6,0.09090909090909091,0.8365907545887151,1,0.44299999999999995,0.32,0.0,0.49700000000000005,0.659,0.4214200656309938,0.07951734922707217,0.8,hiphop
Chasing Cars,Snow Patrol,0rpIH5otu7ykvZPdcQuRPh,0.556,0.595,0.8181818181818182,0.9112423521414005,1,0.0275,0.214,8.329999999999999e-05,0.125,0.14400000000000002,0.47269314328827644,0.06684841205302017,0.8,rock
Proud Of Me Now,Sheff G,0DNOrkMQjmB0W99PU2LlDe,0.8370000000000001,0.51,0.7272727272727273,0.8245028891910264,0,0.139,0.866,0.0249,0.289,0.732,0.590888018253052,0.02674026306858708,0.8,hiphop
Today - Remastered,The Smashing Pumpkins,3cahGAUUQ0n55EjLBs2Wjo,0.457,0.825,0.7272727272727273,0.8453645479265804,1,0.0268,3.289999999999999e-05,0.578,0.0548,0.414,0.3751465789162705,0.048553919965597124,0.8,rock
Four Brothers,Art Pepper,2cOSF20k8VkEoXllO0PsbG,0.49200000000000005,0.583,0.7272727272727273,0.7961633242692047,1,0.19,0.6729999999999999,2.38e-06,0.201,0.7979999999999999,0.3346998881909662,0.04219881975908444,0.8,jazz
Zen (with K.Flay & grandson),X Ambassadors,2loEXJRB5ExGcUHYX365R5,0.723,0.927,0.5454545454545454,0.9151512576478587,0,0.106,0.125,0.0,0.0648,0.8740000000000001,0.44549536856075417,0.052683050885994724,0.8,rock
Blues for Stochelo,Joscho Stephan,2ekfzRwLFWDis4G34Kkfx9,0.6579999999999999,0.623,0.8181818181818182,0.8400535350101971,0,0.0498,0.792,0.809,0.151,0.6559999999999999,0.4863783872228636,0.05764502554812038,0.8,jazz
La Fotografia,Yiruma,6p5BmIRRJgy1w26WXTc4x7,0.139,0.243,0.18181818181818182,0.743669272603671,1,0.0312,0.9009999999999999,0.887,0.105,0.0397,0.35530729303966035,0.08145335303114981,0.8,classical
Missa Presulem ephebeatum: I. Kyrie,Heinrich Isaac,0vlie83eolC5TdjmsQ8gym,0.17600000000000002,0.15,0.18181818181818182,0.6314369476546567,0,0.0381,0.9640000000000001,0.00909,0.0908,0.0929,0.3774918415765983,0.0114972857490527,0.8,classical
Garden of Expression,Joe Lovano,00redmR41ypLVd6LwI1xOh,0.34600000000000003,0.20199999999999999,1.0,0.607962270564242,0,0.0489,0.955,0.413,0.0855,0.0895,0.36851984837604196,0.11795616159807192,1.0,jazz
Longshot,Catfish and the Bottlemen,1Yi8XPnCPoimWwqxwm3uz9,0.48100000000000004,0.765,0.6363636363636364,0.9215457171991843,1,0.0388,0.00381,0.000737,0.11900000000000001,0.465,0.4673663063931133,0.05747660416455555,0.8,rock
Paid Off,Russ,7Ai70wSpUnJ7n0w6oqENws,0.91,0.324,0.7272727272727273,0.8260112168592795,1,0.102,0.18,0.00010400000000000001,0.0941,0.568,0.3999581852393895,0.03572077194256943,0.8,hiphop
Tornado,Otis,5fonX5csD4nOvCN5b1AA1y,0.679,0.8240000000000001,0.09090909090909091,0.8664386471787899,1,0.062,0.0815,0.0,0.303,0.787,0.7273950313156196,0.05645288285478736,0.8,reggae
Gorgeous,SAINt JHN,0Ot6qzEWZqbwxKEtehS7Lp,0.8390000000000001,0.687,0.0,0.8658225696804895,1,0.0493,0.0319,9.62e-06,0.2,0.281,0.4546309847376124,0.04421061318576626,0.8,hiphop
Tripping Up,Flamingo Pier,6yTgIPx8OsFOQnwr1Baj9o,0.831,0.629,1.0,0.8591519374575118,0,0.0407,0.0179,0.7040000000000001,0.0784,0.9179999999999999,0.5362970302429801,0.07275438857002667,0.8,jazz
Moonlight In Vermont,Mel Tormé,4lE9edc8yLwHQFsc16zpv9,0.175,0.0424,0.18181818181818182,0.5435078178110129,1,0.0413,0.884,0.000722,0.223,0.0483,0.338395040405785,0.04418254295517212,0.8,jazz
"Eight Concert Studies for Piano, Op. 40: 3. Toccatina",Nikolai Kapustin,1DCksP8NjTjm3i0qM96xCW,0.312,0.275,0.36363636363636365,0.598487423521414,0,0.0294,0.9890000000000001,0.893,0.0765,0.55,0.6249443227372306,0.02769212458803428,0.8,classical
Slob On My Nob (feat. Project Pat),Tear Da Club Up Thugs,0mXMr1OVZZKYmOinBaofOp,0.8640000000000001,0.672,0.09090909090909091,0.8972637661454793,0,0.261,0.00718,0.0,0.215,0.562,0.3855275477460935,0.025468962324978604,0.8,hiphop
Sno Peas,Mandevilla,0miIOTXulrs7IwTwsstbjG,0.413,0.266,0.2727272727272727,0.6630480965329708,0,0.0287,0.963,0.9179999999999999,0.10400000000000001,0.214,0.27832722777227314,0.0405960095921592,0.8,jazz
#ItAintMe,Sizzdub,2JB92xqDRqni4Vs48MjyiB,0.924,0.875,0.6363636363636364,0.9224804554724677,1,0.155,0.0448,0.0,0.0572,0.9620000000000001,0.47733367269950644,0.03208371216448706,0.8,reggae
Bell Island,Duane Andrews,2iXRqsbI6Dbrj8o9hwn0g8,0.62,0.556,0.45454545454545453,0.8369519034670293,0,0.0506,0.634,0.785,0.12,0.8370000000000001,0.5730122080920652,0.039927095997100905,0.8,jazz
Naah Done,Alicai Harley,2569kuV4cvCN9Q0jQBgWlk,0.64,0.629,0.45454545454545453,0.9124532630863358,1,0.313,0.0156,0.0,0.0835,0.9,0.6280577043696425,0.048060726014058135,1.0,reggae
Money Man,Myssa More,4CHapPKe7GwNfText430UL,0.5660000000000001,0.857,0.45454545454545453,0.8428152617267165,1,0.266,0.284,0.247,0.10400000000000001,0.605,0.6004099664572898,0.04097074717059093,1.0,reggae
Crawl,Kings of Leon,3YvSaCeNvGlFzIU1cFC5mG,0.33399999999999996,0.875,0.36363636363636365,0.9263681169272603,0,0.0751,0.000153,0.0004940000000000001,0.413,0.322,0.7700551773036751,0.06125289228638484,0.8,rock
"Violin Sonata No. 3 in D Minor, Op. 108: Violin Sonata No. 3 in D Minor, Op. 108: III. Un poco presto e con sentimento",Johannes Brahms,0DgdL5PMndSCi0q2CTDFMi,0.305,0.0194,0.5454545454545454,0.46866502379333774,0,0.0433,0.9840000000000001,0.0378,0.0871,0.265,0.6506467652646601,0.04097495770518005,0.8,classical
Movie,Tom Misch,6pxElwU80zhjbCC77Vn8EI,0.785,0.379,0.6363636363636364,0.763893609789259,1,0.0732,0.391,0.0161,0.267,0.182,0.5546955249115981,0.09239512891674453,0.6,jazz
May,Life On Venus,3hVlV66Z3PfvXwIYOTeZdi,0.213,0.735,0.36363636363636365,0.8439624405166554,1,0.0388,0.00020099999999999998,0.83,0.168,0.0789,0.7949531401976203,0.05406326412430845,0.8,rock
Close Your Eyes and It Might Pass,Lord Gasp,71l3NdOijUcyFyEUfBXJiB,0.467,0.828,0.6363636363636364,0.8617224677090415,0,0.529,0.132,0.0,0.131,0.289,0.9071394158659747,0.03385269809652959,0.6,hiphop
Una Mas,Jessy J,1r9VLVwwqC1855WVhiZ5FX,0.527,0.67,0.18181818181818182,0.8423266485384093,0,0.03,0.41200000000000003,0.589,0.115,0.48,0.4080575225663355,0.053233508107945755,0.8,jazz
Embracing Hearts,Black Infinity,39nHxb8qEiFuX6l9oAXrmb,0.414,0.866,0.9090909090909091,0.9247960571040109,1,0.0414,0.000146,0.733,0.385,0.136,0.5998418311229081,0.08488381591205933,0.8,rock
Waiting for the Thunder,Blackberry Smoke,0Rxgdpe1zgZ6ZzHgxSaYEJ,0.5820000000000001,0.805,0.8181818181818182,0.8951606050305914,1,0.0301,0.102,3.14e-06,0.271,0.895,0.6547055240934833,0.06141991015841996,0.8,rock
Big Me,Foo Fighters,6pb5BBnIM5IM7R1cqag6rE,0.579,0.708,0.0,0.7857112508497621,1,0.0374,0.442,0.0,0.11,0.846,0.595269477951804,0.02937268929370528,0.8,rock
Special Delivery,Vybz Kartel,16IdoXlXlPgJNVzTFFpevJ,0.8079999999999999,0.6940000000000001,1.0,0.8865992522093813,0,0.0389,0.0035,0.000833,0.262,0.332,0.43645519912007197,0.020828111100849884,0.8,reggae
peachy,Saint Slumber,0isrhXBLy3hrbG6ZrNOBmK,0.48200000000000004,0.733,0.36363636363636365,0.8940984024473148,1,0.0446,0.0384,0.00164,0.281,0.34299999999999997,0.6824623439900371,0.04912290353974029,0.8,rock
Dernière courente de Gautier,Denis Gaultier,3MQsIs2QzfZmJ8duhVkFB3,0.35200000000000004,0.127,0.09090909090909091,0.5230710401087696,0,0.0436,0.995,0.9129999999999999,0.11599999999999999,0.564,0.6705224118026708,0.03896148006466258,0.8,classical
Reason,Maadrhino,5hh3By6E17LN6N0txgB03W,0.711,0.225,0.09090909090909091,0.664450203942896,1,0.0965,0.369,0.019,0.102,0.16699999999999998,0.8003799689116344,0.04303138279850655,0.6,hiphop
Superman,Tarrus Riley,4E6TkulZSnor5RzOkkW32U,0.6559999999999999,0.708,0.0,0.8795674711080897,1,0.109,0.16899999999999998,0.0,0.127,0.8240000000000001,0.6080366151860302,0.06585276097384613,0.8,reggae
Sun Is Shining,Bob Marley & The Wailers,2pZJhvpin385eqAFRp3ASJ,0.785,0.562,0.9090909090909091,0.8416893269884432,0,0.0514,0.0053100000000000005,9.36e-05,0.0456,0.614,0.5864247470661491,0.07587579821209474,0.8,reggae
"Fauré: Pavane in F-Sharp Minor, Op. 50",Gabriel Fauré,6iRcn4yPiXhcEBEM7OUaNt,0.0982,0.0575,0.5454545454545454,0.48767845003399046,0,0.0454,0.9840000000000001,0.904,0.122,0.0392,0.3183421356434473,0.09858264984661022,0.8,classical
Born To Be Wild - Single Version,Steppenwolf,3lN8PP6R2IxbLP05QpYXng,0.439,0.7340000000000001,0.18181818181818182,0.7485554044867437,1,0.09699999999999999,0.262,0.33299999999999996,0.244,0.54,0.6622321810033724,0.051843750991230016,0.8,rock
"Renaissance, Book 2: Sarabande (Lully)",Leopold Godowsky,2DTyEHbKxQ8UAGNb0Tl59f,0.48200000000000004,0.00884,0.36363636363636365,0.2671014615907546,0,0.0437,0.9940000000000001,0.9440000000000001,0.0534,0.0766,0.42903762419438407,0.08665083692796027,0.8,classical
First Encounter,Jóhann Jóhannsson,2kk3Lyl3HUNcNqNvfGGiYr,0.18600000000000003,0.00426,0.6363636363636364,0.5695742692046226,1,0.0449,0.9309999999999999,0.96,0.0952,0.0285,0.5087583743148288,0.07336126695547192,0.8,classical
Seven Steps To Heaven,Hilton Ruiz,5JPGaCstRDwLekgNkgK9cK,0.37200000000000005,0.517,0.45454545454545453,0.7373173011556764,1,0.0279,0.52,0.396,0.12,0.65,0.3616204128753102,0.028964828843172464,0.8,jazz
Circle of Peace,Ziggy Marley,0NUnfqwO7g4jAijTRhrjGv,0.809,0.6809999999999999,0.7272727272727273,0.869710231135282,0,0.0416,0.129,1.5399999999999998e-05,0.0743,0.893,0.40918924815242386,0.048595183204570506,0.8,reggae
Watermelon Man - Remastered,Herbie Hancock,38xcUjiTP1ivfb7ObwjyGA,0.612,0.526,0.0,0.8252464309993202,0,0.0272,0.727,0.0331,0.183,0.594,0.5878655382741412,0.11258043173698867,0.8,jazz
The Chase,Tadd Dameron Sextet,3YBfGF2pPZu3FXM5D2mzyd,0.499,0.7559999999999999,0.7272727272727273,0.8476589055064582,1,0.0498,0.847,0.145,0.14800000000000002,0.855,0.6261669499768201,0.038706883073173756,0.8,jazz
I Met Tay Keith First (feat. Lil Baby & Moneybagg Yo),Blac Youngsta,4IUmZGfMRIZZvvmakRvVng,0.71,0.574,0.09090909090909091,0.8252676750509856,1,0.141,0.006220000000000001,0.0,0.0825,0.595,0.6130725667899899,0.044990965596283274,0.8,hiphop
Descarga Entre Amigos (feat. Rubén Blades),Carlos Henriquez,2wDWb88s7POYtWg5757eiE,0.581,0.602,0.0,0.8269671991842283,1,0.0519,0.613,9.719999999999999e-05,0.0737,0.6579999999999999,0.5127035060767755,0.08230753014812942,0.8,jazz
Butting on the Glass,Kim Ximya,29e14gzxas5r6mLgFQseZv,0.72,0.863,0.9090909090909091,0.9089055064581918,0,0.0717,0.0299,0.0131,0.37200000000000005,0.244,0.5906244034578988,0.030547147741763984,0.8,hiphop
KILL4ME,Marilyn Manson,6UIo6YbaXihIZ72MWUpcGb,0.635,0.688,1.0,0.8766995241332426,0,0.0346,0.0023,1.07e-05,0.507,0.389,0.4908189329963912,0.05923941464586738,0.8,rock
Chrome No Heart,Smoove'L,2Cjxth1m5L7wlW3GXKjOse,0.889,0.669,0.45454545454545453,0.8908905506458191,0,0.462,0.0316,1.03e-06,0.125,0.878,0.663454808242962,0.02923626797301777,0.8,hiphop
A Promise of Hope,Jeff Laine & Co,4kADuQ4dQ6VD5U2X7kaVYL,0.506,0.217,0.0,0.727906186267845,1,0.0369,0.9390000000000001,0.841,0.115,0.317,0.586079320782845,0.045225352021744325,0.6,jazz
Enter Sandman,Metallica,1hKdDCpiI9mqz1jVHRKG0E,0.579,0.8240000000000001,0.5454545454545454,0.822017335146159,0,0.03,0.00206,0.00903,0.059000000000000004,0.635,0.5605495913970675,0.08515750066035217,0.8,rock
SAUCE,REASON,0Td7fSJnnP609ZBiK0s6rc,0.8740000000000001,0.65,0.6363636363636364,0.8801198164513936,1,0.191,0.162,0.0,0.179,0.17600000000000002,0.49059622394531355,0.04208232830211877,0.8,hiphop
Doin' Our Own Dang,Jungle Brothers,4fuLWKNpY01OLMT9tARnB4,0.835,0.447,0.5454545454545454,0.6904954112848403,1,0.22,0.155,0.008759999999999999,0.10800000000000001,0.8390000000000001,0.5139670390604405,0.06476728515677084,0.8,hiphop
Bloodshot,Villain of the Story,6IAMJsPzDLUXboa1ns0zfR,0.485,0.96,0.9090909090909091,0.9274728076138681,0,0.0718,1.56e-05,0.0018,0.166,0.42,0.5045814433364544,0.062487421027915005,0.8,rock
"Cello Sonata, H. 20: III. Presto",Arthur Honegger,3z0uFXkQq0aJQ3grNc8kIN,0.35200000000000004,0.126,0.18181818181818182,0.4838970088375255,1,0.0381,0.9840000000000001,0.907,0.0835,0.218,0.3589751747584289,0.0586106414805587,0.8,classical
Full Effect,Boney James,688IS2tPq6AgtER7EJQpsm,0.6509999999999999,0.6559999999999999,0.09090909090909091,0.7947399728076139,1,0.0318,0.187,0.914,0.0809,0.602,0.40912561699497313,0.05708362093623763,0.8,jazz
Dark Side Riddim,Ezra Collective,5pIjTEPxQx4JJc14CkVlgf,0.733,0.647,0.9090909090909091,0.8337865397688647,0,0.0591,0.000603,0.856,0.126,0.664,0.5318473943041024,0.08045236860816288,0.8,jazz
"Musica Ricercata, II - Mesto, rigido e cerimoniale",Dominic Harlan,2PF2ZCRmMdkLpz1Q7qi3O2,0.47,0.0205,0.6363636363636364,0.6146541468388851,0,0.0881,0.94,0.927,0.12,0.0392,0.3453626521466426,0.06440068794521141,0.8,classical
Killing Me Slowly,Bad Wolves,34lLAsdH4Y5TLf1B2SIj1I,0.345,0.89,0.09090909090909091,0.9183591094493543,0,0.0774,0.000725,2.98e-06,0.204,0.276,0.6270986919252061,0.05862888713044489,0.8,rock
I Don't Know Where We Went Wrong,HOKO,0rYJWUDA2isf5ZVT9Da4v2,0.508,0.797,0.9090909090909091,0.8865992522093813,0,0.0339,0.0164,0.0013,0.124,0.52,0.7270586951976656,0.04901062261736374,0.8,rock
First Gymnopedie,Eddie Daniels,3VTkZ6kQyUrNtvU8uY483O,0.35200000000000004,0.21600000000000003,0.6363636363636364,0.6625594833446635,1,0.0489,0.9620000000000001,0.9329999999999999,0.113,0.113,0.354261924024398,0.0713508770403198,0.8,classical
Hold Me (feat. Mishaal),MASN,6qsVVFBn0CuPrEgx9u4QzK,0.7909999999999999,0.37200000000000005,0.45454545454545453,0.8293465329707681,0,0.0752,0.467,0.0,0.337,0.519,0.5730031179267151,0.053872947960880206,0.8,hiphop
Sexual Healing,Hot 8 Brass Band,4QqrDluEDwmuxnH4Y3H346,0.5589999999999999,0.597,0.7272727272727273,0.9344833446634943,1,0.0529,0.102,0.0745,0.0671,0.371,0.4662936668818005,0.14169852403920513,0.8,jazz
Ordinary Man (feat. Elton John),Ozzy Osbourne,6eEYGGFfFbtKHCgJM4uh9v,0.428,0.599,0.36363636363636365,0.9616969748470429,1,0.0286,0.0665,9.86e-06,0.13699999999999998,0.134,0.5719077530020271,0.07678050174414378,0.8,rock
