Position,Track Name,Artist,Streams,date,region,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Top_50_Appearnces
193.0,Stir Fry,Migos,477148,2017-12-26,global,4fndbjoz1qJyK6JcLdKfzm,0.813,0.8079999999999999,2.0,-5.541,1.0,0.28600000000000003,0.0069299999999999995,0.0,0.133,0.547,181.993,0
199.0,Quiero Repetir,Ozuna,472112,2017-12-26,global,0MIcPSq9n2z5H8TAfEstri,0.608,0.753,0.0,-4.748,0.0,0.368,0.10300000000000001,0.0,0.0996,0.48200000000000004,97.626,0
192.0,Treat You Better,Shawn Mendes,481849,2017-12-27,global,3AFfyUXTfj12PgrOkZiiJo,0.748,0.8190000000000001,10.0,-4.032,0.0,0.198,0.13,0.0,0.111,0.792,110.645,0
193.0,Síguelo Bailando,Ozuna,480791,2017-12-27,global,5Y9fnynLlIvqtM710MHzfz,0.855,0.664,9.0,-7.11,0.0,0.0607,0.165,3.97e-05,0.0937,0.626,98.015,27
199.0,Ice Tray,Quality Control,468478,2017-12-27,global,3wdfLVUhmX64lIyWIIEW8s,0.89,0.504,8.0,-5.444,0.0,0.12300000000000001,0.023,0.0,0.12300000000000001,0.222,129.969,0
200.0,La Modelo,Ozuna,468068,2017-12-27,global,2m2ZGfJcs3lHWNPzhWH3XH,0.8220000000000001,0.743,1.0,-2.0380000000000003,1.0,0.0451,0.213,0.0103,0.0957,0.78,98.005,0
195.0,The Weekend - Funk Wav Remix,SZA,472894,2017-12-28,global,0P6AWOA4LG1XOctzaVu5tt,0.775,0.573,11.0,-4.933,1.0,0.0585,0.495,0.0,0.126,0.667,101.925,0
113.0,Bella,Wolfine,735823,2017-12-29,global,4R55IUi2x7S5ek2SpebOiE,0.909,0.493,3.0,-6.688,1.0,0.0735,0.128,0.000147,0.127,0.8440000000000001,94.016,48
122.0,Stay,Zedd,690870,2017-12-29,global,0I20rLT2MJDhcF96AjbNYo,0.69,0.622,5.0,-5.025,0.0,0.063,0.253,0.0,0.113,0.5429999999999999,102.039,0
188.0,Rewrite The Stars,Zac Efron,496618,2017-12-29,global,630sXRhIcfwr2e4RdNtjKN,0.684,0.619,10.0,-7.005,1.0,0.0386,0.0716,0.0,0.122,0.284,125.046,50
194.0,This Is Me,Keala Settle,487990,2017-12-29,global,2xGjteMU3E1tkEPVFBO08U,0.284,0.7040000000000001,2.0,-7.276,1.0,0.18600000000000003,0.00583,0.00011499999999999999,0.0424,0.1,191.702,58
200.0,Déjate Llevar,Juan Magán,478380,2017-12-29,global,3xWEI23MLJrD0dpDcDUTW6,0.675,0.7240000000000001,7.0,-5.502999999999999,1.0,0.0787,0.0166,0.0,0.6970000000000001,0.506,92.051,0
197.0,The Greatest Show,Hugh Jackman,475248,2017-12-30,global,43ay9lQZ5rfNcOOHhRF2cM,0.41700000000000004,0.8240000000000001,11.0,-7.36,0.0,0.105,0.000239,0.0545,0.0725,0.4,157.92,0
198.0,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,473406,2017-12-30,global,2YzmfPLqUx5CJOaw5ThsBV,0.7909999999999999,0.8390000000000001,11.0,-4.284,1.0,0.266,0.0588,6.26e-05,0.259,0.38299999999999995,170.113,0
73.0,Hey Ya! - Radio Mix,Outkast,1162162,2017-12-31,global,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.9740000000000001,4.0,-2.261,0.0,0.0664,0.10300000000000001,0.000532,0.174,0.965,79.52600000000001,0
119.0,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,848713,2017-12-31,global,6pyzBTIjcO2AMkKE6x2Otb,0.703,0.826,10.0,-7.178999999999999,0.0,0.0341,0.0322,0.00629,0.179,0.945,103.564,0
138.0,You Make My Dreams (Come True),Daryl Hall & John Oates,781618,2017-12-31,global,4o6BgsqLIBViaGVbx5rbRk,0.7509999999999999,0.501,5.0,-12.151,1.0,0.0551,0.23399999999999999,0.11199999999999999,0.0467,0.902,167.05700000000002,0
140.0,Katchi - Ofenbach vs. Nick Waterhouse,Ofenbach,773725,2017-12-31,global,2NF8A7C6tICScdRaZ0BrEe,0.8370000000000001,0.7929999999999999,11.0,-5.048,0.0,0.0567,0.0261,9.04e-05,0.0743,0.87,124.988,0
155.0,It Wasn't Me,Shaggy,718016,2017-12-31,global,1lzr43nnXAijIGYnCT8M8H,0.853,0.606,0.0,-4.596,1.0,0.0713,0.0561,0.0,0.313,0.654,94.759,0
161.0,Should I Stay or Should I Go - Remastered,The Clash,705495,2017-12-31,global,39shmbIHICJ2Wxnk1fPSdz,0.742,0.833,2.0,-6.462999999999999,1.0,0.115,0.079,0.0,0.384,0.816,113.375,0
162.0,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,703283,2017-12-31,global,1TfqLAPs4K3s2rJMoCokcS,0.6920000000000001,0.711,0.0,-7.497999999999999,0.0,0.0317,0.225,0.0,0.12,0.875,125.135,0
168.0,Crazy In Love (feat. Jay-Z),Beyoncé,681168,2017-12-31,global,0WqIKmW4BTrj3eJFmnCKMv,0.664,0.758,2.0,-6.582999999999999,0.0,0.21,0.00238,0.0,0.0598,0.701,99.259,0
170.0,Hips Don't Lie (feat. Wyclef Jean),Shakira,667936,2017-12-31,global,3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.8240000000000001,10.0,-5.892,0.0,0.0712,0.284,0.0,0.405,0.7559999999999999,100.024,0
171.0,Respect,Aretha Franklin,664818,2017-12-31,global,7s25THrKz86DM225dOYwnr,0.805,0.5579999999999999,0.0,-5.226,1.0,0.040999999999999995,0.16399999999999998,2.2e-05,0.0546,0.965,114.95,1
175.0,Danza Kuduro,Don Omar,655234,2017-12-31,global,2a1o6ZejUi8U3wzzOtCOYw,0.4,0.915,0.0,-4.89,1.0,0.28,0.0846,0.0,0.0503,0.878,88.917,0
184.0,Twist And Shout - Remastered,The Beatles,626247,2017-12-31,global,4Z1fbYp0HuxLBje4MOZcSD,0.48200000000000004,0.8490000000000001,2.0,-9.198,1.0,0.0452,0.6409999999999999,7.74e-06,0.0414,0.937,124.631,0
190.0,Beat It,Michael Jackson,610962,2017-12-31,global,1OOtq8tRnDM8kG2gqUPjAj,0.779,0.867,3.0,-3.7039999999999997,0.0,0.0457,0.0491,7.98e-06,0.19699999999999998,0.915,138.858,0
195.0,You Shook Me All Night Long,AC/DC,602320,2017-12-31,global,2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7.0,-5.5089999999999995,1.0,0.0574,0.0028699999999999997,0.000513,0.39,0.755,127.361,0
200.0,Africa,TOTO,584551,2017-12-31,global,2374M0fQpWi3dLnB54qaLX,0.6709999999999999,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.71799999999999,0
149.0,Never Enough,Loren Allred,577098,2018-01-02,global,0Gl5s8IhMmQE5YQwM8Qx1J,0.27699999999999997,0.39399999999999996,8.0,-8.902999999999999,1.0,0.0336,0.423,0.0,0.0952,0.22699999999999998,86.777,0
157.0,A Million Dreams,Ziv Zaifman,555187,2018-01-02,global,0RoA7ObU6phWpqhlC9zH4Z,0.265,0.312,7.0,-11.689,1.0,0.0569,0.243,0.0,0.0893,0.0998,54.747,0
174.0,The Other Side,Hugh Jackman,506876,2018-01-02,global,2cKovq3l6OJjhVVDbVKOsr,0.638,0.795,0.0,-8.45,1.0,0.302,0.00433,0.00139,0.153,0.31,153.99,0
176.0,Sucker for You,Matt Terry,497521,2018-01-02,global,4vkVvmjIiQibQ6zJnC1Q9z,0.8740000000000001,0.649,0.0,-4.385,1.0,0.0833,0.218,0.0,0.337,0.7120000000000001,95.00399999999999,0
193.0,Come Alive,Hugh Jackman,488795,2018-01-03,global,5xNUR50KxswPRAvx7S163g,0.7020000000000001,0.77,7.0,-9.411,1.0,0.128,0.00558,0.000802,0.21100000000000002,0.235,118.03399999999999,0
81.0,Finesse - Remix; feat. Cardi B,Bruno Mars,875058,2018-01-04,global,3Vo4wInECJQuz9BIBMOu8i,0.7040000000000001,0.8590000000000001,5.0,-4.877,0.0,0.0996,0.0185,0.0,0.0215,0.9259999999999999,105.115,88
191.0,From Now On,Hugh Jackman,498107,2018-01-04,global,3IkWmgGsXbsafrunwPojXO,0.516,0.518,4.0,-10.383,1.0,0.04,0.00483,0.00895,0.585,0.0834,108.027,0
13.0,Filthy,Justin Timberlake,2273329,2018-01-05,global,1L3NV7VrCiuE8C5QlhdeQL,0.745,0.579,1.0,-5.771,1.0,0.138,0.0354,0.0118,0.24600000000000002,0.645,97.00200000000001,10
19.0,All The Stars (with SZA),Kendrick Lamar,2092936,2018-01-05,global,66kQ7wr4d2LwwSjr7HXcyr,0.705,0.628,5.0,-5.362,0.0,0.0489,0.0287,0.0193,0.0863,0.465,96.79899999999999,10
51.0,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,1272953,2018-01-05,global,5hM6sP0Gh1jD57drszNueC,0.483,0.799,2.0,-4.567,0.0,0.0366,0.0188,0.0,0.226,0.171,112.946,40
109.0,Designer,Lil Pump,787658,2018-01-05,global,4xKdh72z7sb51GRyHii3B6,0.8640000000000001,0.484,6.0,-9.158999999999999,0.0,0.344,0.205,0.0,0.248,0.534,160.05200000000002,0
134.0,If You Leave Me Now (feat. Boyz II Men),Charlie Puth,686041,2018-01-05,global,2iLGgm4O5Hia8aSfSzXS3H,0.435,0.27399999999999997,9.0,-7.84,1.0,0.0358,0.902,0.0,0.158,0.42200000000000004,136.123,0
193.0,Nowadays (feat. Landon Cube),Lil Skies,522240,2018-01-05,global,689uBlyIufk2LUhAwjny4w,0.745,0.6459999999999999,6.0,-6.987,0.0,0.17,0.157,0.0,0.33799999999999997,0.46,79.993,0
191.0,Tightrope,Michelle Williams,461277,2018-01-07,global,0GVuLQtPXFaL18ijEOqoAa,0.35100000000000003,0.331,9.0,-10.315999999999999,1.0,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,0
191.0,A Million Dreams (Reprise),Austyn Johnson,506561,2018-01-08,global,66y7x28jXOPrcmu3D5Zjh6,0.253,0.139,6.0,-17.067,1.0,0.0414,0.726,5.01e-05,0.26899999999999996,0.102,74.369,0
149.0,Designer,Lil Pump,629821,2018-01-09,global,1LXbv9jiTtdBdHadZ317Gt,0.8640000000000001,0.484,6.0,-9.158999999999999,0.0,0.344,0.205,0.0,0.248,0.534,160.05200000000002,0
192.0,Breathe,Jax Jones,509890,2018-01-09,global,6tvQzeCPwOytDlBYCIOY0n,0.722,0.7440000000000001,11.0,-5.52,0.0,0.0363,0.0234,0.000157,0.14300000000000002,0.6859999999999999,125.985,11
194.0,Dembow,Danny Ocean,509631,2018-01-09,global,2EzRdhuoPyNJDlep7lnNf2,0.802,0.7440000000000001,6.0,-5.968,1.0,0.078,0.0807,0.0,0.0917,0.45,99.98299999999999,0
54.0,My My My!,Troye Sivan,1187027,2018-01-11,global,2Tq2R8sRftNEqdgJK5HadO,0.6990000000000001,0.479,1.0,-7.83,1.0,0.0919,0.00433,9.58e-05,0.0435,0.462,102.959,11
122.0,Nowadays (feat. Landon Cube),Lil Skies,743420,2018-01-11,global,2u7mxWSeoqTXndK5e08jMp,0.745,0.6459999999999999,6.0,-6.987,0.0,0.17,0.157,0.0,0.33799999999999997,0.46,79.993,0
1.0,Havana (feat. Young Thug),Camila Cabello,4751592,2018-01-12,global,1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2.0,-4.333,1.0,0.03,0.184,3.5600000000000005e-05,0.132,0.39399999999999996,104.988,157
4.0,Never Be the Same,Camila Cabello,3334515,2018-01-12,global,4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0.0,-4.333,1.0,0.0747,0.18100000000000002,0.000637,0.13699999999999998,0.243,129.923,98
30.0,Real Friends,Camila Cabello,1771946,2018-01-12,global,3iq9nhbI8fcnNamxMft1uv,0.726,0.304,3.0,-8.677,1.0,0.131,0.8390000000000001,0.0,0.0853,0.813,91.97,8
32.0,She Loves Control,Camila Cabello,1733208,2018-01-12,global,5HwnezK198pJCEj1l2Adjy,0.65,0.758,2.0,-4.02,1.0,0.11599999999999999,0.166,0.0,0.0889,0.6629999999999999,94.9,1
57.0,In the Dark,Camila Cabello,1260126,2018-01-12,global,1GO9vCm5Cra5uWGSWQ5mGK,0.425,0.5479999999999999,7.0,-6.7620000000000005,1.0,0.114,0.21,0.0,0.115,0.282,175.75599999999997,0
58.0,All These Years,Camila Cabello,1249805,2018-01-12,global,4XLu3tTSZiPFVC9mmuR6Zp,0.732,0.436,1.0,-7.409,0.0,0.11699999999999999,0.609,0.0,0.10800000000000001,0.475,94.852,0
61.0,Consequences,Camila Cabello,1195404,2018-01-12,global,7sTtHHrD0zDpmzQzH3zegz,0.455,0.292,0.0,-6.792000000000001,1.0,0.0563,0.889,0.0,0.106,0.43,84.339,0
72.0,Inside Out,Camila Cabello,1092410,2018-01-12,global,5xi2SXmF3A5AIsuGXiUIZu,0.737,0.6970000000000001,8.0,-5.31,1.0,0.0895,0.43,0.00038199999999999996,0.0821,0.655,94.101,0
74.0,Spotlight,Marshmello,1090807,2018-01-12,global,6VrCmhRBFnuGKmtNfk4jDs,0.546,0.8220000000000001,7.0,-4.4830000000000005,1.0,0.151,0.0145,0.0,0.742,0.615,150.06,0
81.0,Into It,Camila Cabello,1057634,2018-01-12,global,2gxqozTaq2NYylvS8jd57G,0.569,0.649,11.0,-8.175,1.0,0.48200000000000004,0.451,0.0,0.128,0.441,108.77,0
85.0,Something's Gotta Give,Camila Cabello,1030308,2018-01-12,global,7IL3UOlcJ6nmcCMwpnlfcA,0.545,0.45799999999999996,5.0,-4.6,0.0,0.0279,0.36700000000000005,0.0,0.11800000000000001,0.16399999999999998,79.943,0
95.0,EL BAÑO (feat. Bad Bunny),Enrique Iglesias,960567,2018-01-12,global,2vvdTrdryjsl8DmPIMDWZU,0.7190000000000001,0.8420000000000001,6.0,-3.562,0.0,0.0383,0.132,0.0,0.105,0.534,90.01700000000001,23
126.0,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,772913,2018-01-12,global,51rXHuKN8Loc4sUlKPODgH,0.645,0.705,1.0,-5.008,1.0,0.299,0.000813,0.0,0.128,0.376,137.13299999999998,49
13.0,All The Stars (with SZA),Kendrick Lamar,2049650,2018-01-15,global,12SJpYZEdj4kzWZ8FPFg4Y,0.715,0.62,5.0,-5.428,0.0,0.0507,0.0322,0.0142,0.0881,0.456,96.81200000000001,25
102.0,Zombie,The Cranberries,792398,2018-01-15,global,6xy6jNeNTYwjnKTDzMyHw2,0.309,0.649,7.0,-8.994,1.0,0.035,0.0158,0.00595,0.36700000000000005,0.313,166.915,1
146.0,Linger,The Cranberries,631931,2018-01-15,global,1aLNpg2kKvUncflV8xE5AA,0.43799999999999994,0.428,7.0,-14.860999999999999,1.0,0.0263,0.0841,4.6299999999999994e-05,0.138,0.209,94.86399999999999,1
174.0,La Modelo,Lean Trap,564615,2018-01-15,global,76DNqvSyzL9VCkhlnByqLf,0.8220000000000001,0.743,1.0,-2.1519999999999997,1.0,0.0449,0.23600000000000002,0.0346,0.124,0.7440000000000001,98.04899999999999,0
194.0,KEKE,6ix9ine,515491,2018-01-15,global,0zl3PdjIl320fK0pxBGWNR,0.599,0.857,7.0,-5.7,1.0,0.299,0.0321,0.0,0.4,0.469,187.985,0
76.0,Dreams,The Cranberries,989265,2018-01-16,global,0md12GKBGH8ZuLG2fTfGUz,0.551,0.643,4.0,-13.091,1.0,0.0353,0.00313,0.00385,0.42100000000000004,0.514,128.661,0
88.0,Ode To My Family,The Cranberries,906509,2018-01-16,global,1eQuRtkMEPhf2DGzpBVTE6,0.36700000000000005,0.44299999999999995,7.0,-10.11,1.0,0.0235,0.0472,1.46e-06,0.344,0.149,93.93,0
82.0,Sick Boy,The Chainsmokers,952207,2018-01-18,global,7jqDzXJS0K0Re8uphYNit0,0.5479999999999999,0.58,11.0,-7.524,0.0,0.121,0.10400000000000001,0.0,0.127,0.462,180.06599999999997,33
190.0,Capital Letters,Hailee Steinfeld,548073,2018-01-18,global,3towKHKVOXCCcL1fHv6xFO,0.672,0.82,0.0,-5.473,1.0,0.0767,0.0342,6.67e-06,0.0921,0.46299999999999997,100.069,35
54.0,Supplies,Justin Timberlake,1237534,2018-01-19,global,4Z6YruMINNspGet1gQyYlK,0.7929999999999999,0.5539999999999999,11.0,-6.624,0.0,0.0451,0.00695,0.0,0.127,0.225,119.993,0
67.0,Machika,J Balvin,1139658,2018-01-19,global,4vKltMFviBKMdhYu3FDLY0,0.618,0.836,9.0,-3.362,1.0,0.379,0.0474,0.0,0.172,0.54,212.058,0
95.0,Cupido (feat. Quavo),Sfera Ebbasta,920022,2018-01-19,global,0dLToDou8YHYJpQltj3Ijy,0.8029999999999999,0.695,4.0,-5.164,0.0,0.0413,0.0622,0.0,0.105,0.45799999999999996,119.978,0
96.0,Rockstar,Sfera Ebbasta,918108,2018-01-19,global,3js3wKPw8VxBWtcXtwyUnA,0.7979999999999999,0.627,9.0,-6.234,1.0,0.111,0.263,0.0,0.21100000000000002,0.762,149.989,0
111.0,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,846870,2018-01-19,global,5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0.0,-4.0569999999999995,1.0,0.0474,0.19399999999999998,0.0,0.165,0.55,92.213,147
121.0,The Good Side,Troye Sivan,793989,2018-01-19,global,5zZw8cn8WKoplKaeMPSvwi,0.424,0.259,2.0,-16.509,1.0,0.0531,0.418,0.00247,0.354,0.316,165.755,0
145.0,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,701422,2018-01-19,global,0as7lPxkBPctZ7uVmchRNM,0.753,0.6459999999999999,1.0,-4.564,1.0,0.0973,0.231,0.0012,0.0961,0.43799999999999994,100.0,0
153.0,Sciroppo (feat. DrefGold),Sfera Ebbasta,676740,2018-01-19,global,4VVG3HBGaqSNZqIpmewIA6,0.777,0.721,6.0,-6.097,1.0,0.0719,0.0774,0.0,0.0801,0.665,161.976,0
161.0,Ricchi x Sempre,Sfera Ebbasta,653788,2018-01-19,global,0kHTkvGavvk2MjBTSUtOZx,0.599,0.7340000000000001,3.0,-7.568,0.0,0.413,0.196,0.0,0.187,0.133,211.842,0
165.0,Serpenti A Sonagli,Sfera Ebbasta,648261,2018-01-19,global,5Z0Mx6SeUAFA2rgZB9t1Nu,0.68,0.613,5.0,-5.997999999999999,0.0,0.063,0.182,0.0,0.113,0.282,150.04,0
171.0,Uber,Sfera Ebbasta,636568,2018-01-19,global,4oZhBLWGhtIyBckervj3sb,0.867,0.519,3.0,-5.822,0.0,0.0455,0.21100000000000002,8.77e-06,0.298,0.379,120.016,0
172.0,Dura,Daddy Yankee,634756,2018-01-19,global,2j2fIJGh4PMdXt9ULI5Tlc,0.7859999999999999,0.846,1.0,-3.468,1.0,0.0505,0.174,0.0,0.413,0.8190000000000001,95.005,103
196.0,XNX,Sfera Ebbasta,563811,2018-01-19,global,0W2dRTfCkaanZgRimFEMay,0.762,0.721,2.0,-5.292999999999999,1.0,0.0529,0.0269,0.00022999999999999998,0.16699999999999998,0.155,129.97799999999998,0
200.0,Barking,Ramz,556978,2018-01-19,global,7amMgNDcObIDkIXv4xcvc2,0.527,0.465,7.0,-8.055,0.0,0.22699999999999998,0.175,0.0,0.0661,0.765,137.033,0
2.0,God's Plan,Drake,4081753,2018-01-20,global,2XW4DbS6NddZxRPm5rMCeY,0.758,0.44799999999999995,7.0,-9.441,1.0,0.10300000000000001,0.0309,8.669999999999999e-05,0.5579999999999999,0.373,77.176,142
14.0,Diplomatic Immunity,Drake,2256322,2018-01-20,global,3tvkzvUTF0yoq3pdBi81I0,0.6629999999999999,0.846,0.0,-5.226,1.0,0.45299999999999996,0.00472,0.0,0.292,0.526,75.137,4
71.0,Machika,J Balvin,1054676,2018-01-20,global,6MNGxu8MprKGkchUchkJsy,0.615,0.833,9.0,-3.377,1.0,0.39,0.0524,0.0,0.171,0.5379999999999999,212.11700000000002,0
159.0,i Shyne,Carnage,646683,2018-01-20,global,0AcHbiMs86CCgprvc7E1gs,0.7759999999999999,0.732,8.0,-3.719,1.0,0.081,0.175,0.0,0.364,0.38299999999999995,144.076,0
178.0,Que Tiro Foi Esse,Jojo Maronttinni,590151,2018-01-20,global,2ri2wEE24Tm7fOJ7sGiz7P,0.943,0.7979999999999999,4.0,-4.548,0.0,0.0629,0.386,0.000518,0.07400000000000001,0.904,134.997,0
188.0,Esperándote,Manuel Turizo,557927,2018-01-20,global,1nfyE13arjOuO54HH0zmqj,0.6970000000000001,0.648,7.0,-7.122999999999999,1.0,0.128,0.425,0.0,0.191,0.313,186.125,0
198.0,Scooby Doo Papa!,Lean Trap,546903,2018-01-20,global,6csZYoffpZ7iuSw83x2zVy,0.9129999999999999,0.7879999999999999,10.0,-2.889,0.0,0.263,0.0546,0.00064,0.168,0.544,120.934,0
8.0,Diplomatic Immunity,Drake,2382009,2018-01-21,global,5goGDc74vVREyN8al8CkPh,0.655,0.8390000000000001,9.0,-5.0760000000000005,0.0,0.44299999999999995,0.00534,0.0,0.308,0.55,74.867,4
188.0,Mine,Bazzi,497230,2018-01-21,global,6tHWl8ows5JOZq9Yfaqn3M,0.716,0.805,4.0,-3.839,1.0,0.0856,0.013999999999999999,3.1e-06,0.29100000000000004,0.7190000000000001,142.886,72
178.0,The Last Of The Real Ones,Fall Out Boy,572465,2018-01-22,global,6HWGLValLZlHVPjbwEW4Kq,0.5720000000000001,0.88,8.0,-5.212999999999999,1.0,0.0481,0.00548,0.0,0.18,0.546,115.073,0
182.0,HOLD ME TIGHT OR DON’T,Fall Out Boy,557997,2018-01-22,global,00TVmX9spquyg0UKuN57l3,0.581,0.919,6.0,-4.324,0.0,0.05,0.0063,2.5e-06,0.107,0.847,95.991,0
189.0,Red Roses (feat. Landon Cube),Lil Skies,543928,2018-01-22,global,3ZhTT6yjZwpPph5MIJ53XY,0.691,0.6829999999999999,0.0,-7.335,1.0,0.0954,0.547,0.0,0.221,0.456,140.002,0
197.0,Stay Frosty Royal Milk Tea,Fall Out Boy,526097,2018-01-22,global,1p3IwVdURZOKKont78V3lg,0.462,0.8490000000000001,8.0,-4.635,0.0,0.0742,0.000791,5.6e-06,0.201,0.586,145.942,0
188.0,Solita,Ozuna,558470,2018-01-23,global,7rwX0O3RlxqqIjQM8evm5E,0.807,0.633,10.0,-6.016,0.0,0.0929,0.0564,0.0,0.107,0.325,138.03799999999998,0
198.0,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,542813,2018-01-24,global,7HdZY9UJTylIiNcSDFyUDc,0.747,0.6409999999999999,1.0,-4.502,1.0,0.0925,0.25,0.00107,0.106,0.45299999999999996,100.02799999999999,0
14.0,Walk It Talk It,Migos,2438262,2018-01-26,global,1jr1BnpXymcf2i97mTR8tJ,0.909,0.631,9.0,-5.447,1.0,0.205,0.0717,0.0,0.10800000000000001,0.39399999999999996,145.968,3
15.0,Narcos,Migos,2346234,2018-01-26,global,0wbnC9AUenxp613TYaJsGK,0.9359999999999999,0.585,0.0,-6.914,1.0,0.125,0.0142,0.0,0.132,0.242,124.991,22
17.0,Stir Fry,Migos,2179109,2018-01-26,global,2tek8UnoiJdkmpPMqa5KRQ,0.8140000000000001,0.8190000000000001,2.0,-5.48,1.0,0.251,0.00316,0.0,0.133,0.517,181.958,3
20.0,BBO (Bad Bitches Only),Migos,2094631,2018-01-26,global,4BHzHISX21PYwGXiBEUQ70,0.8079999999999999,0.7709999999999999,4.0,-5.718999999999999,0.0,0.0645,0.0413,1.29e-06,0.18,0.47100000000000003,161.94,2
22.0,Supastars,Migos,2050348,2018-01-26,global,0egwbpNUagfbqFuqaPd6jt,0.7809999999999999,0.6779999999999999,1.0,-4.369,1.0,0.059000000000000004,0.24600000000000002,0.0,0.076,0.355,75.95,1
32.0,Say Something (feat. Chris Stapleton),Justin Timberlake,1838634,2018-01-26,global,09ts3GnICqYEU5PkQCpJK3,0.7070000000000001,0.632,10.0,-7.031000000000001,1.0,0.0789,0.10300000000000001,1.09e-05,0.0841,0.37200000000000005,97.04,5
36.0,MotorSport,Migos,1756307,2018-01-26,global,3g9Mi3kTzzmjBUXN7wnGjI,0.9,0.517,2.0,-5.4,1.0,0.204,0.0321,0.0,0.316,0.17300000000000001,138.012,3
37.0,Higher We Go - Intro,Migos,1729103,2018-01-26,global,3kh6liHZ8IHHRFMHXNJ79Y,0.815,0.547,8.0,-4.041,1.0,0.0942,0.0768,0.0,0.215,0.183,152.0,1
40.0,White Sand,Migos,1661140,2018-01-26,global,2KokOIKdw4zZutDil85Ugh,0.8270000000000001,0.591,5.0,-7.504,0.0,0.0744,0.0307,0.0,0.273,0.402,142.113,1
47.0,The Middle,Zedd,1548576,2018-01-26,global,09IStsImFySgyp0pIQdqAc,0.753,0.657,7.0,-3.0610000000000004,1.0,0.0449,0.171,0.0,0.11199999999999999,0.43700000000000006,107.01,57
54.0,Notice Me,Migos,1491083,2018-01-26,global,07W9fL0ee9LsqD9c3kNrdo,0.797,0.341,5.0,-9.732999999999999,0.0,0.373,0.111,1.08e-06,0.198,0.423,165.917,0
55.0,Auto Pilot,Migos,1487741,2018-01-26,global,4Kw3CztmD15X1QGDnnHmLD,0.9279999999999999,0.721,11.0,-5.774,1.0,0.15,0.0714,0.0,0.225,0.254,129.997,0
59.0,Emoji A Chain,Migos,1441288,2018-01-26,global,0G9rmRmQDFk9O2tzZLyRkc,0.894,0.324,1.0,-8.24,1.0,0.179,0.0399,0.0,0.126,0.40700000000000003,139.972,0
63.0,Gang Gang,Migos,1347061,2018-01-26,global,0KJEIWTEKMfBL2J7Sn3X5I,0.639,0.611,2.0,-9.826,1.0,0.159,0.256,0.0,0.11199999999999999,0.526,180.072,0
64.0,CC,Migos,1345676,2018-01-26,global,35ffVv9x4mtzBh5rF1K9sP,0.85,0.731,9.0,-6.705,0.0,0.193,0.231,0.0,0.0886,0.8220000000000001,134.009,0
69.0,Too Much Jewelry,Migos,1185634,2018-01-26,global,2rIY8S6doGY1SEZIh7siw1,0.679,0.331,1.0,-9.24,0.0,0.177,0.222,2.48e-06,0.128,0.217,149.94899999999998,0
84.0,Crown the Kings,Migos,1069197,2018-01-26,global,0pdW4B6Sq4MMNz1sFtkR5G,0.868,0.691,5.0,-6.047999999999999,0.0,0.0799,0.0454,0.0,0.166,0.34,143.043,0
103.0,Too Playa,Migos,944904,2018-01-26,global,3BvXHtUdGbfLOVxfRWn6NT,0.722,0.503,10.0,-8.142999999999999,1.0,0.10800000000000001,0.0191,0.0,0.0999,0.0715,138.028,0
105.0,Beast,Migos,931510,2018-01-26,global,4Fj5G5b8MeCrCRDP5JDvpr,0.892,0.45899999999999996,1.0,-7.822,1.0,0.0951,0.0255,0.0,0.149,0.10400000000000001,136.982,0
106.0,Flooded,Migos,920747,2018-01-26,global,2nwp9gU9ZGyKRzMswpfc7k,0.9520000000000001,0.504,10.0,-6.716,0.0,0.40299999999999997,0.008740000000000001,0.0,0.11599999999999999,0.332,135.078,0
114.0,Open It Up,Migos,890025,2018-01-26,global,2LOkdHHNKdEx24cQELBaD8,0.767,0.8690000000000001,10.0,-3.87,0.0,0.0645,0.276,0.0,0.413,0.474,125.007,0
123.0,Movin' Too Fast,Migos,844927,2018-01-26,global,4jB8tS25Afh6aXC5w2MbXQ,0.87,0.5710000000000001,1.0,-7.297000000000001,0.0,0.19,0.126,0.0,0.0785,0.159,131.07299999999998,0
131.0,Cara Italia,Ghali,814395,2018-01-26,global,7K8krdGeSIvwDGw1WUqJuK,0.78,0.7090000000000001,6.0,-7.059,0.0,0.0836,0.5379999999999999,0.000362,0.11199999999999999,0.711,111.038,0
